uuid,Keywords,label
0,subclinical; habits; intensity; measured; smokers; smoking; cigarette; cardiovascular; concentrations; population; troponin; troponins; study; consumption; tobacco,1
621,hypothalamic; positions; phenotypic; subordination; social; physiology; physiological; dominance; cognition; socially; biobehavioural; hierarchies; behaviours; plasticity; behavioural,1
622,oxidase; neurological; alzheimer; neuronal; inhibitors; monoamine; aβ; oxidative; protective; m17; protects; neurodegenerative; aβ1; safinamide; amyloid,1
623,neutralizing; antibody; clinical; protection; seropositive; patients; months; antibodies; transplant; vaccination; protein; immunogenicity; coronavirus; vaccine; immunosorbent,1
624,emissions; provinces; chinese; sulfur; 30; economic; environmental; industries; dioxide; economy; industrial; analysis; analyze; decoupling; decomposition,0
625,correspondence; regression; revealed; assessed; effectiveness; lungs; fio2; experience; utilization; french; perfusion; transplanted; impact; transplantation; france,1
626,economic; emissions; carbon; strategies; challenges; technologies; capability; dioxide; economies; climate; decarbonization; global; neutrality; leadership; 2050,0
627,countries; regressions; estimated; co2; analyzes; findings; evidence; estimation; investments; estimates; impact; oecd; coefficient; expenditures; emissions,0
628,energy; alcohol; ethanol; ether; chemical; hydrogen; electrolysis; methanol; fuels; hydrocarbons; electrofuels; synthesis; synthetic; hydrocarbon; electrofuel,0
629,countries; demonstrate; emissions; bootstrap; implications; renewable; india; consumption; reducing; variables; energy; degradation; climate; inflows; environmental,0
630,feedback; variation; structured; suppression; subordinates; size; growth; sized; divergence; hierarchies; emergence; feedbacks; dominants; hierarchy; dominance,1
631,recordings; experimental; hours; occurrence; electromyograms; condition; wake; animals; conditions; stress; pigs; guinea; footshock; effects; sleep,1
632,interacts; bioinformatics; cell; oncogenic; oncogene; promote; circrna; cells; modulating; luciferase; a2; promotes; hmga2; glioma; circabcc1,1
633,achieving; capitalist; crises; concepts; degrowth; paradigm; paradigmatic; realising; paradigms; apologetics; economy; economic; economists; ecological; economics,0
634,diverse; parasites; density; amazonian; molecular; infected; diversity; amplification; disease; leishmania; vector; infectious; leishmaniases; diseases; biodiversity,1
635,activity; activities; atp; sites; proliferation; virus; active; studies; kinase; review; subcellular; molecular; phosphorylation; pim; protein,1
636,patients; clinical; diseases; caused; effects; favoured; diarrhoea; enteroglial; cytotoxic; inflammatory; necrosis; infection; proinflammatory; clostridioides; cytokines,1
637,systems; analyzed; objective; techno; buildings; building; economic; analysis; optimized; economically; electricity; energy; optimization; efficiency; thermodynamic,0
638,rcr; potential; cck; plasmid; proliferative; nscls; pathway; nsclc; cell; pi3k; cells; cancer; metastasis; cellular; circ_0017639,1
639,imperative; arising; diagnosis; clinical; plasmablastic; phenomenon; sinonasal; diagnostic; immunodeficiency; malignancies; malignancy; immunocompromised; polyposis; immunocompetent; lymphoma,1
640,components; optimized; reuse; buildings; objective; sequential; deconstruction; sustainable; solutions; selective; disassembly; adaptive; combination; combinations; optimization,0
641,health; incidence; crowding; vaccinated; infected; study; epidemic; vaccines; examined; infection; vaccination; infections; analysis; analyze; coronavirus,1
642,utilizing; adsorption; adsorbent; efficiency; heavy; chemisorption; regeneration; metals; byproducts; agricultural; removal; metal; removing; waste; wastewater,0
643,system; commodity; socialecological; polycentricity; resources; integration; renewable; infrastructures; communities; energy; distributed; systems; electricity; microgrids; renewables,0
644,demonstrates; compared; experimental; rut; test; traffic; data; models; pavement; researched; comparative; study; asphalt; analytical; analysis,0
645,ultrasound; specialist; biomarkers; prescribing; techniques; evaluate; asymptomatic; investigations; patients; biopsy; clinical; tests; diagnosis; testing; cirrhosis,1
646,economic; greenhouse; economically; optimal; system; wind; systems; power; hybrid; optimization; renewable; decision; environmental; decarbonization; energy,0
647,students; investigation; observations; longitudinal; crosschecking; teacher; schools; learning; interviews; teaching; perspectives; study; teachers; classroom; classrooms,1
648,residential; beijing; influencing; provinces; carbon; urban; environment; consumption; emission; provincial; population; china; emissions; migration; urbanization,0
649,economics; global; foreign; urban; economic; pm2; environmental; effects; autocorrelation; investment; impact; industrialization; chinese; china; pollution,0
650,malignancy; intestinal; genotoxicity; mechanism; cancer; pathogenic; mechanisms; pathogens; colorectal; metabolites; biofilms; bacteria; bacterial; microorganisms; carcinogenesis,1
651,analysis; heterogeneity; studies; randomized; intervention; effects; interventions; medicine; healthcare; mental; experimental; horticultural; trials; therapists; therapy,1
652,counties; adverse; encourage; crisis; opioid; experiences; childhood; overdose; community; prevention; strengthening; assessment; challenges; communities; opportunities,1
653,technology; contaminated; progress; mechanisms; water; contaminant; wettability; nanocomposites; sustainable; technologies; decontamination; polymer; challenges; polymers; wastewater,0
654,conducted; prostate; performed; treatment; urinary; efficacy; urination; comparison; randomized; symptoms; tract; controlled; evaluation; clinical; trial,1
655,characteristics; criterium; method; indices; calculated; variability; diagnostic; methods; assessment; resistance; coefficient; reproducibility; comparative; informativity; insulin,1
656,kidney; activation; channel; pressure; arterial; neonatal; decrease; inhibits; kv7; voltage; arteries; vascular; inhibited; blockade; inhibition,1
657,metals; analysis; critical; metal; drainage; parameters; recirculation; sulfide; heavy; reduced; sulfur; reducing; removal; reduction; sulfidogenic,0
658,consonantal; syllabification; kinematics; variations; dynamics; differences; differentiated; contexts; tautosyllabic; correlates; acoustic; phonetic; heterosyllabic; phonological; heterosyllabicity,1
659,settings; management; devices; path; increasing; impact; forward; telemedicine; demands; medical; factors; industry; challenges; ergonomics; healthcare,1
660,conserved; farmed; genotypes; water; diverse; seventy; genomovars; sea; norwegian; atlantic; tenacibaculum; salmon; fish; finnmarkense; tenacibaculosis,1
661,nonlinear; growth; objective; symmetrically; causality; nonlinearity; consumption; impact; decarbonizing; economic; asymmetric; energy; environmental; impacts; ecological,0
662,exploring; infection; pollutant; evidence; concentrations; considerations; factors; particulate; incidence; pm2; epidemiological; infectivity; pollution; correlation; correlations,0
663,acetylcysteine; technique; imaging; cells; chemical; nanoprobe; probe; macromolecules; intracellular; experiments; fluorescence; nanoparticles; quantitative; quantum; microscopy,1
664,integrated; minimization; flexibility; optimal; economic; optimization; planning; storage; strategy; approach; strategies; economically; energy; efficient; microgrid,0
665,antigens; intensive; prognosis; acute; antibodies; therapeutic; diagnostic; neurologic; neuroglial; encephalitides; immunotherapy; immunotherapies; autoimmune; encephalitis; immunomodulation,1
666,resistant; pressure; transformations; heart; circulation; catheterization; disease; resistance; ventricular; constancy; children; compliance; congenital; vascular; pulmonary,1
667,citrate; mechanistically; infections; infection; inhibits; synthase; targeting; metabolic; antibiotics; pathogenic; bacteria; bacterial; pathogen; pathogens; melatonin,1
668,guidelines; 19; antibodies; patients; hematologic; series; monitoring; breakthrough; vaccine; malignancies; vaccination; immunocompromised; infection; immunogenicity; infections,1
669,concentrations; mineralization; nitrate; groundwater; nitrogen; cropping; increased; fertilizers; intensified; increase; increasing; increases; intensification; nitrification; rainfall,0
670,decomposition; bio; industrial; biomass; recycling; powder; carbonated; li2co3; pyrolysis; macadamia; batteries; biochar; shells; microwave; lithium,0
671,agreement; reduce; eco; mutually; renewable; controls; control; carbon; ecological; emissions; export; dioxide; diversification; environmental; environmentally,0
672,ugt1a6; aminotransferase; interactions; sult1a1; cyp2d6; dill; slco1b1; cyp2e1; cyp3a4; drug; cyp2c19; abcb1; abcg2; abcc2; cyp1a2,1
673,test; penetration; vivo; optimal; clinical; antifungal; studies; vitro; promote; cornea; potentiated; menthol; iontophoresis; promotes; natamycin,1
674,resources; social; scores; ranking; governance; investors; study; initiatives; compares; comparison; performance; examines; corporate; comparative; firms,0
675,contexts; katowice; geographic; epidemic; hotel; impact; performances; geographical; influence; warszawa; distribution; destinations; impacts; cities; hotels,0
676,renewable; profitability; economic; cycle; environment; energy; costing; municipal; landfill; plasma; electricity; decomposes; waste; environmental; gasification,0
677,river; prediction; economy; population; overloaded; ecology; city; ecological; inflow; water; assessment; growth; environment; capacity; changzhou,0
